num_sources,std,over_predict_sources,FN,FP,percent_possible_detections,localization_error,best_localization_error
2,0,False,False,False,1.0,3.637978807091713e-12;7.332580706405269e-12;,2.033691978340166e-12;1.1504299109832135e-11;
2,0,False,False,False,1.0,0.0;9.094947017729282e-13;,1.0913936421275139e-11;8.580155856231252e-12;
2,0,False,False,False,1.0,0.0;1.8189894035458565e-12;,9.668061295755842e-12;8.134767913360665e-12;
2,0,False,False,False,1.0,0.0;5.1448789686149945e-12;,1.0289757937229989e-11;2.648488549050132e-11;
2,0,False,False,False,0.5,1.1368683772161603e-12;,4.50176909753812e-12;
2,0,False,False,False,1.0,5.9117155615240335e-12;1.7160311712462504e-11;,1.0219175716994975e-10;9.094947017729282e-12;
2,0,False,False,False,0.5,1.5640479663109586e-09;,2.5724394843074972e-12;
2,0,False,False,False,0.5,3.637978807091713e-12;,1.3116919128020487e-11;
2,0,False,False,False,0.5,0.0;,7.499885442698834e-12;
2,0,False,False,False,0.5,0.0;,3.10829045531774e-11;
